retrieved_at,car_park,occupied,vacant,total_occupied,total_vacant
2026-07-14 11:30:41,E,893,452,5697,3547
2026-07-14 11:30:41,A,1335,1890,5697,3547
2026-07-14 11:30:41,C,1486,562,5697,3547
2026-07-14 12:00:48,B,829,251,6072,3172
2026-07-14 12:00:48,F,1292,254,6072,3172
2026-07-14 12:00:48,E,972,373,6072,3172
2026-07-14 12:00:48,A,1478,1747,6072,3172
2026-07-14 12:00:48,C,1501,547,6072,3172
2026-07-14 12:30:42,B,887,193,6326,2918
2026-07-14 12:30:42,F,1314,232,6326,2918
2026-07-14 12:30:42,E,1030,315,6326,2918
2026-07-14 12:30:42,A,1569,1656,6326,2918
2026-07-14 12:30:42,C,1526,522,6326,2918
2026-07-14 13:00:44,B,940,140,6471,2773
2026-07-14 13:00:44,F,1311,235,6471,2773
2026-07-14 13:00:44,E,1051,294,6471,2773
2026-07-14 13:00:44,A,1615,1610,6471,2773
2026-07-14 13:00:44,C,1554,494,6471,2773
2026-07-14 13:30:42,B,921,159,6455,2789
2026-07-14 13:30:42,F,1311,235,6455,2789
2026-07-14 13:30:42,E,1042,303,6455,2789
2026-07-14 13:30:42,A,1605,1620,6455,2789
2026-07-14 13:30:42,C,1576,472,6455,2789
2026-07-14 14:00:46,B,885,195,6350,2894
2026-07-14 14:00:46,F,1313,233,6350,2894
2026-07-14 14:00:46,E,1041,304,6350,2894
2026-07-14 14:00:46,A,1544,1681,6350,2894
2026-07-14 14:00:46,C,1567,481,6350,2894
2026-07-14 14:19:41,B,864,216,6217,3027
2026-07-14 14:19:41,F,1290,256,6217,3027
2026-07-14 14:19:41,E,1016,329,6217,3027
2026-07-14 14:19:41,A,1511,1714,6217,3027
2026-07-14 14:19:41,C,1536,512,6217,3027
2026-07-14 14:30:41,B,853,227,6139,3105
2026-07-14 14:30:41,F,1273,273,6139,3105
2026-07-14 14:30:41,E,1000,345,6139,3105
2026-07-14 14:30:41,A,1498,1727,6139,3105
2026-07-14 14:30:41,C,1515,533,6139,3105
2026-07-14 15:00:48,B,809,271,5747,3497
2026-07-14 15:00:48,F,1220,326,5747,3497
2026-07-14 15:00:48,E,919,426,5747,3497
2026-07-14 15:00:48,A,1366,1859,5747,3497
2026-07-14 15:00:48,C,1433,615,5747,3497
2026-07-14 15:30:41,B,748,332,5331,3913
2026-07-14 15:30:41,F,1146,400,5331,3913
2026-07-14 15:30:41,E,848,497,5331,3913
2026-07-14 15:30:41,A,1227,1998,5331,3913
2026-07-14 15:30:41,C,1362,686,5331,3913
2026-07-14 16:00:45,B,698,382,5027,4217
2026-07-14 16:00:45,F,1067,479,5027,4217
2026-07-14 16:00:45,E,817,528,5027,4217
2026-07-14 16:00:45,A,1124,2101,5027,4217
2026-07-14 16:00:45,C,1321,727,5027,4217
2026-07-14 16:30:40,B,636,444,4581,4663
2026-07-14 16:30:40,F,972,574,4581,4663
2026-07-14 16:30:40,E,790,555,4581,4663
2026-07-14 16:30:40,A,954,2271,4581,4663
2026-07-14 16:30:40,C,1229,819,4581,4663
2026-07-14 16:31:04,B,636,444,4582,4662
2026-07-14 16:31:04,F,969,577,4582,4662
2026-07-14 16:31:04,E,794,551,4582,4662
2026-07-14 16:31:04,A,954,2271,4582,4662
2026-07-14 16:31:04,C,1229,819,4582,4662
2026-07-14 17:00:47,B,592,488,4029,5215
2026-07-14 17:00:47,F,895,651,4029,5215
2026-07-14 17:00:47,E,690,655,4029,5215
2026-07-14 17:00:47,A,803,2422,4029,5215
2026-07-14 17:00:47,C,1049,999,4029,5215
2026-07-14 17:30:43,B,527,553,3168,6076
2026-07-14 17:30:43,F,713,833,3168,6076
2026-07-14 17:30:43,E,563,782,3168,6076
2026-07-14 17:30:43,A,609,2616,3168,6076
2026-07-14 17:30:43,C,756,1292,3168,6076
2026-07-14 18:00:47,B,419,661,2134,7110
2026-07-14 18:00:47,F,463,1083,2134,7110
2026-07-14 18:00:47,E,378,967,2134,7110
2026-07-14 18:00:47,A,388,2837,2134,7110
2026-07-14 18:00:47,C,486,1562,2134,7110
2026-07-14 18:30:41,B,384,696,1605,7639
2026-07-14 18:30:41,F,341,1205,1605,7639
2026-07-14 18:30:41,E,341,1004,1605,7639
2026-07-14 18:30:41,A,192,3033,1605,7639
2026-07-14 18:30:41,C,347,1701,1605,7639
2026-07-14 18:56:39,B,381,699,1395,7849
2026-07-14 18:56:39,F,310,1236,1395,7849
2026-07-14 18:56:39,E,304,1041,1395,7849
2026-07-14 18:56:39,A,138,3087,1395,7849
2026-07-14 18:56:39,C,262,1786,1395,7849
2026-07-14 19:00:48,B,384,696,1390,7854
2026-07-14 19:00:48,F,307,1239,1390,7854
2026-07-14 19:00:48,E,304,1041,1390,7854
2026-07-14 19:00:48,A,137,3088,1390,7854
2026-07-14 19:00:48,C,258,1790,1390,7854
2026-07-14 19:30:42,B,356,724,1231,8013
2026-07-14 19:30:42,F,280,1266,1231,8013
2026-07-14 19:30:42,E,269,1076,1231,8013
2026-07-14 19:30:42,A,123,3102,1231,8013
2026-07-14 19:30:42,C,203,1845,1231,8013
2026-07-14 20:00:52,B,354,726,1116,8128
2026-07-14 20:00:52,F,247,1299,1116,8128
2026-07-14 20:00:52,E,208,1137,1116,8128
2026-07-14 20:00:52,A,113,3112,1116,8128
2026-07-14 20:00:52,C,194,1854,1116,8128
2026-07-14 20:29:35,B,311,769,990,8254
2026-07-14 20:29:35,F,223,1323,990,8254
2026-07-14 20:29:35,E,191,1154,990,8254
2026-07-14 20:29:35,A,98,3127,990,8254
2026-07-14 20:29:35,C,167,1881,990,8254
2026-07-14 20:30:41,B,311,769,985,8259
2026-07-14 20:30:41,F,222,1324,985,8259
2026-07-14 20:30:41,E,189,1156,985,8259
2026-07-14 20:30:41,A,99,3126,985,8259
2026-07-14 20:30:41,C,164,1884,985,8259
2026-07-14 21:00:46,B,258,822,838,8406
2026-07-14 21:00:46,F,201,1345,838,8406
2026-07-14 21:00:46,E,154,1191,838,8406
2026-07-14 21:00:46,A,90,3135,838,8406
2026-07-14 21:00:46,C,135,1913,838,8406
2026-07-14 21:30:41,B,212,868,708,8536
2026-07-14 21:30:41,F,168,1378,708,8536
2026-07-14 21:30:41,E,117,1228,708,8536
2026-07-14 21:30:41,A,81,3144,708,8536
2026-07-14 21:30:41,C,130,1918,708,8536
2026-07-14 21:53:28,B,188,892,648,8596
2026-07-14 21:53:28,F,161,1385,648,8596
2026-07-14 21:53:28,E,105,1240,648,8596
2026-07-14 21:53:28,A,75,3150,648,8596
2026-07-14 21:53:28,C,119,1929,648,8596
2026-07-14 22:00:50,B,182,898,630,8614
2026-07-14 22:00:50,F,159,1387,630,8614
2026-07-14 22:00:50,E,100,1245,630,8614
2026-07-14 22:00:50,A,72,3153,630,8614
2026-07-14 22:00:50,C,117,1931,630,8614
2026-07-14 22:30:42,B,166,914,559,8685
2026-07-14 22:30:42,F,143,1403,559,8685
2026-07-14 22:30:42,E,77,1268,559,8685
2026-07-14 22:30:42,A,67,3158,559,8685
2026-07-14 22:30:42,C,106,1942,559,8685
2026-07-14 22:57:52,B,149,931,521,8723
2026-07-14 22:57:52,F,138,1408,521,8723
2026-07-14 22:57:52,E,70,1275,521,8723
2026-07-14 22:57:52,A,63,3162,521,8723
2026-07-14 22:57:52,C,101,1947,521,8723
2026-07-14 23:00:49,B,145,935,516,8728
2026-07-14 23:00:49,F,136,1410,516,8728
2026-07-14 23:00:49,E,72,1273,516,8728
2026-07-14 23:00:49,A,62,3163,516,8728
2026-07-14 23:00:49,C,101,1947,516,8728
2026-07-14 23:30:43,B,111,969,463,8781
2026-07-14 23:30:43,F,126,1420,463,8781
2026-07-14 23:30:43,E,69,1276,463,8781
2026-07-14 23:30:43,A,61,3164,463,8781
2026-07-14 23:30:43,C,96,1952,463,8781
2026-07-15 00:00:52,B,79,1001,436,8808
2026-07-15 00:00:52,F,127,1419,436,8808
2026-07-15 00:00:52,E,63,1282,436,8808
2026-07-15 00:00:52,A,61,3164,436,8808
2026-07-15 00:00:52,C,106,1942,436,8808
2026-07-15 00:30:48,B,67,1013,427,8817
2026-07-15 00:30:48,F,136,1410,427,8817
2026-07-15 00:30:48,E,60,1285,427,8817
2026-07-15 00:30:48,A,60,3165,427,8817
2026-07-15 00:30:48,C,104,1944,427,8817
2026-07-15 00:44:43,B,50,1030,405,8839
2026-07-15 00:44:43,F,133,1413,405,8839
2026-07-15 00:44:43,E,59,1286,405,8839
2026-07-15 00:44:43,A,62,3163,405,8839
2026-07-15 00:44:43,C,101,1947,405,8839
2026-07-15 01:00:46,B,44,1036,396,8848
2026-07-15 01:00:46,F,133,1413,396,8848
2026-07-15 01:00:46,E,57,1288,396,8848
2026-07-15 01:00:46,A,60,3165,396,8848
2026-07-15 01:00:46,C,102,1946,396,8848
2026-07-15 01:30:45,B,41,1039,392,8852
2026-07-15 01:30:45,F,132,1414,392,8852
2026-07-15 01:30:45,E,57,1288,392,8852
2026-07-15 01:30:45,A,60,3165,392,8852
2026-07-15 01:30:45,C,102,1946,392,8852
2026-07-15 02:00:47,B,41,1039,391,8853
2026-07-15 02:00:47,F,132,1414,391,8853
2026-07-15 02:00:47,E,57,1288,391,8853
2026-07-15 02:00:47,A,60,3165,391,8853
2026-07-15 02:00:47,C,101,1947,391,8853
2026-07-15 02:06:09,B,41,1039,391,8853
2026-07-15 02:06:09,F,132,1414,391,8853
2026-07-15 02:06:09,E,57,1288,391,8853
2026-07-15 02:06:09,A,59,3166,391,8853
2026-07-15 02:06:09,C,102,1946,391,8853
2026-07-15 02:30:47,B,42,1038,393,8851
2026-07-15 02:30:47,F,132,1414,393,8851
2026-07-15 02:30:47,E,55,1290,393,8851
2026-07-15 02:30:47,A,59,3166,393,8851
2026-07-15 02:30:47,C,105,1943,393,8851
2026-07-15 03:00:50,B,41,1039,391,8853
2026-07-15 03:00:50,F,132,1414,391,8853
2026-07-15 03:00:50,E,57,1288,391,8853
2026-07-15 03:00:50,A,60,3165,391,8853
2026-07-15 03:00:50,C,101,1947,391,8853
2026-07-15 03:30:42,B,42,1038,387,8857
2026-07-15 03:30:42,F,133,1413,387,8857
2026-07-15 03:30:42,E,53,1292,387,8857
2026-07-15 03:30:42,A,60,3165,387,8857
2026-07-15 03:30:42,C,99,1949,387,8857
2026-07-15 03:37:42,B,41,1039,389,8855
2026-07-15 03:37:42,F,134,1412,389,8855
2026-07-15 03:37:42,E,53,1292,389,8855
2026-07-15 03:37:42,A,60,3165,389,8855
2026-07-15 03:37:42,C,101,1947,389,8855
2026-07-15 04:00:51,B,41,1039,388,8856
2026-07-15 04:00:51,F,133,1413,388,8856
2026-07-15 04:00:51,E,54,1291,388,8856
2026-07-15 04:00:51,A,59,3166,388,8856
2026-07-15 04:00:51,C,101,1947,388,8856
2026-07-15 04:30:42,B,41,1039,387,8857
2026-07-15 04:30:42,F,132,1414,387,8857
2026-07-15 04:30:42,E,52,1293,387,8857
2026-07-15 04:30:42,A,59,3166,387,8857
2026-07-15 04:30:42,C,103,1945,387,8857
2026-07-15 04:55:53,B,41,1039,387,8857
2026-07-15 04:55:53,F,132,1414,387,8857
2026-07-15 04:55:53,E,54,1291,387,8857
2026-07-15 04:55:53,A,59,3166,387,8857
2026-07-15 04:55:53,C,101,1947,387,8857
2026-07-15 05:00:49,B,41,1039,389,8855
2026-07-15 05:00:49,F,132,1414,389,8855
2026-07-15 05:00:49,E,53,1292,389,8855
2026-07-15 05:00:49,A,61,3164,389,8855
2026-07-15 05:00:49,C,102,1946,389,8855
2026-07-15 05:30:42,B,41,1039,396,8848
2026-07-15 05:30:42,F,133,1413,396,8848
2026-07-15 05:30:42,E,56,1289,396,8848
2026-07-15 05:30:42,A,61,3164,396,8848
2026-07-15 05:30:42,C,105,1943,396,8848
2026-07-15 06:00:52,B,41,1039,465,8779
2026-07-15 06:00:52,F,161,1385,465,8779
2026-07-15 06:00:52,E,67,1278,465,8779
2026-07-15 06:00:52,A,70,3155,465,8779
2026-07-15 06:00:52,C,126,1922,465,8779
2026-07-15 06:04:01,B,41,1039,470,8774
2026-07-15 06:04:01,F,164,1382,470,8774
2026-07-15 06:04:01,E,67,1278,470,8774
2026-07-15 06:04:01,A,70,3155,470,8774
2026-07-15 06:04:01,C,128,1920,470,8774
2026-07-15 06:30:45,B,42,1038,540,8704
2026-07-15 06:30:45,F,183,1363,540,8704
2026-07-15 06:30:45,E,91,1254,540,8704
2026-07-15 06:30:45,A,80,3145,540,8704
2026-07-15 06:30:45,C,144,1904,540,8704
2026-07-15 07:00:46,B,41,1039,712,8532
2026-07-15 07:00:46,F,225,1321,712,8532
2026-07-15 07:00:46,E,122,1223,712,8532
2026-07-15 07:00:46,A,122,3103,712,8532
2026-07-15 07:00:46,C,202,1846,712,8532
2026-07-15 07:27:12,B,41,1039,812,8432
2026-07-15 07:27:12,F,243,1303,812,8432
2026-07-15 07:27:12,E,134,1211,812,8432
2026-07-15 07:27:12,A,149,3076,812,8432
2026-07-15 07:27:12,C,245,1803,812,8432
2026-07-15 07:30:46,B,41,1039,831,8413
2026-07-15 07:30:46,F,245,1301,831,8413
2026-07-15 07:30:46,E,134,1211,831,8413
2026-07-15 07:30:46,A,155,3070,831,8413
2026-07-15 07:30:46,C,256,1792,831,8413
2026-07-15 08:00:50,B,42,1038,1110,8134
2026-07-15 08:00:50,F,311,1235,1110,8134
2026-07-15 08:00:50,E,180,1165,1110,8134
2026-07-15 08:00:50,A,198,3027,1110,8134
2026-07-15 08:00:50,C,379,1669,1110,8134
2026-07-15 08:28:15,B,42,1038,1496,7748
2026-07-15 08:28:15,F,382,1164,1496,7748
2026-07-15 08:28:15,E,261,1084,1496,7748
2026-07-15 08:28:15,A,271,2954,1496,7748
2026-07-15 08:28:15,C,540,1508,1496,7748
2026-07-15 08:30:45,B,42,1038,1539,7705
2026-07-15 08:30:45,F,390,1156,1539,7705
2026-07-15 08:30:45,E,267,1078,1539,7705
2026-07-15 08:30:45,A,276,2949,1539,7705
2026-07-15 08:30:45,C,564,1484,1539,7705
2026-07-15 09:00:48,B,111,969,2380,6864
2026-07-15 09:00:48,F,593,953,2380,6864
2026-07-15 09:00:48,E,423,922,2380,6864
2026-07-15 09:00:48,A,438,2787,2380,6864
2026-07-15 09:00:48,C,815,1233,2380,6864
2026-07-15 09:23:46,B,228,852,3173,6071
2026-07-15 09:23:46,F,748,798,3173,6071
2026-07-15 09:23:46,E,561,784,3173,6071
2026-07-15 09:23:46,A,629,2596,3173,6071
2026-07-15 09:23:46,C,1007,1041,3173,6071
2026-07-15 09:30:42,B,265,815,3407,5837
2026-07-15 09:30:42,F,798,748,3407,5837
2026-07-15 09:30:42,E,586,759,3407,5837
2026-07-15 09:30:42,A,708,2517,3407,5837
2026-07-15 09:30:42,C,1050,998,3407,5837
2026-07-15 10:00:50,B,389,691,4131,5113
2026-07-15 10:00:50,F,952,594,4131,5113
2026-07-15 10:00:50,E,699,646,4131,5113
2026-07-15 10:00:50,A,912,2313,4131,5113
2026-07-15 10:00:50,C,1179,869,4131,5113
2026-07-15 10:10:29,B,429,651,4341,4903
2026-07-15 10:10:29,F,995,551,4341,4903
2026-07-15 10:10:29,E,741,604,4341,4903
2026-07-15 10:10:29,A,963,2262,4341,4903
2026-07-15 10:10:29,C,1213,835,4341,4903
2026-07-15 10:30:41,B,519,561,4689,4555
2026-07-15 10:30:41,F,1064,482,4689,4555
2026-07-15 10:30:41,E,786,559,4689,4555
2026-07-15 10:30:41,A,1061,2164,4689,4555
2026-07-15 10:30:41,C,1259,789,4689,4555
2026-07-15 11:00:43,B,649,431,5251,3993
2026-07-15 11:00:43,F,1175,371,5251,3993
2026-07-15 11:00:43,E,865,480,5251,3993
2026-07-15 11:00:43,A,1211,2014,5251,3993
2026-07-15 11:00:43,C,1351,697,5251,3993
2026-07-15 11:30:43,B,730,350,5654,3590
2026-07-15 11:30:43,F,1247,299,5654,3590
2026-07-15 11:30:43,E,906,439,5654,3590
2026-07-15 11:30:43,A,1352,1873,5654,3590
2026-07-15 11:30:43,C,1419,629,5654,3590
2026-07-15 12:00:46,B,806,274,6036,3208
2026-07-15 12:00:46,F,1305,241,6036,3208
2026-07-15 12:00:46,E,942,403,6036,3208
2026-07-15 12:00:46,A,1484,1741,6036,3208
2026-07-15 12:00:46,C,1499,549,6036,3208
2026-07-15 12:30:41,B,888,192,6316,2928
2026-07-15 12:30:41,F,1315,231,6316,2928
2026-07-15 12:30:41,E,998,347,6316,2928
2026-07-15 12:30:41,A,1566,1659,6316,2928
2026-07-15 12:30:41,C,1549,499,6316,2928
2026-07-15 13:00:47,B,919,161,6454,2790
2026-07-15 13:00:47,F,1317,229,6454,2790
2026-07-15 13:00:47,E,1027,318,6454,2790
2026-07-15 13:00:47,A,1605,1620,6454,2790
2026-07-15 13:00:47,C,1586,462,6454,2790
2026-07-15 13:30:42,B,917,163,6452,2792
2026-07-15 13:30:42,F,1315,231,6452,2792
2026-07-15 13:30:42,E,1018,327,6452,2792
2026-07-15 13:30:42,A,1644,1581,6452,2792
2026-07-15 13:30:42,C,1558,490,6452,2792
2026-07-15 13:41:44,B,909,171,6415,2829
2026-07-15 13:41:44,F,1313,233,6415,2829
2026-07-15 13:41:44,E,1024,321,6415,2829
2026-07-15 13:41:44,A,1621,1604,6415,2829
2026-07-15 13:41:44,C,1548,500,6415,2829
2026-07-15 14:00:47,B,896,184,6320,2924
2026-07-15 14:00:47,F,1295,251,6320,2924
2026-07-15 14:00:47,E,1008,337,6320,2924
2026-07-15 14:00:47,A,1600,1625,6320,2924
2026-07-15 14:00:47,C,1521,527,6320,2924
2026-07-15 14:30:41,B,840,240,6094,3150
2026-07-15 14:30:41,F,1248,298,6094,3150
2026-07-15 14:30:41,E,958,387,6094,3150
2026-07-15 14:30:41,A,1541,1684,6094,3150
2026-07-15 14:30:41,C,1507,541,6094,3150
2026-07-15 15:00:46,B,781,299,5710,3534
2026-07-15 15:00:46,F,1189,357,5710,3534
2026-07-15 15:00:46,E,888,457,5710,3534
2026-07-15 15:00:46,A,1422,1803,5710,3534
2026-07-15 15:00:46,C,1430,618,5710,3534
2026-07-15 15:30:41,B,719,361,5294,3950
2026-07-15 15:30:41,F,1111,435,5294,3950
2026-07-15 15:30:41,E,834,511,5294,3950
2026-07-15 15:30:41,A,1292,1933,5294,3950
2026-07-15 15:30:41,C,1338,710,5294,3950
2026-07-15 16:00:47,B,689,391,4936,4308
2026-07-15 16:00:47,F,1051,495,4936,4308
2026-07-15 16:00:47,E,784,561,4936,4308
2026-07-15 16:00:47,A,1156,2069,4936,4308
2026-07-15 16:00:47,C,1256,792,4936,4308
2026-07-15 16:03:55,B,684,396,4902,4342
2026-07-15 16:03:55,F,1042,504,4902,4342
2026-07-15 16:03:55,E,779,566,4902,4342
2026-07-15 16:03:55,A,1151,2074,4902,4342
2026-07-15 16:03:55,C,1246,802,4902,4342
2026-07-15 16:30:41,B,652,428,4482,4762
2026-07-15 16:30:41,F,959,587,4482,4762
2026-07-15 16:30:41,E,736,609,4482,4762
2026-07-15 16:30:41,A,1019,2206,4482,4762
2026-07-15 16:30:41,C,1116,932,4482,4762
2026-07-15 17:00:49,B,635,445,3985,5259
2026-07-15 17:00:49,F,881,665,3985,5259
2026-07-15 17:00:49,E,664,681,3985,5259
2026-07-15 17:00:49,A,844,2381,3985,5259
2026-07-15 17:00:49,C,961,1087,3985,5259
2026-07-15 17:30:41,B,530,550,3044,6200
2026-07-15 17:30:41,F,727,819,3044,6200
2026-07-15 17:30:41,E,482,863,3044,6200
2026-07-15 17:30:41,A,604,2621,3044,6200
2026-07-15 17:30:41,C,701,1347,3044,6200
2026-07-15 18:30:45,B,383,697,1630,7614
2026-07-15 18:30:45,F,372,1174,1630,7614
2026-07-15 18:30:45,E,333,1012,1630,7614
2026-07-15 18:30:45,A,195,3030,1630,7614
2026-07-15 18:30:45,C,347,1701,1630,7614
2026-07-15 18:39:18,B,376,704,1555,7689
2026-07-15 18:39:18,F,352,1194,1555,7689
2026-07-15 18:39:18,E,328,1017,1555,7689
2026-07-15 18:39:18,A,182,3043,1555,7689
2026-07-15 18:39:18,C,317,1731,1555,7689
2026-07-15 19:00:49,B,393,687,1507,7737
2026-07-15 19:00:49,F,336,1210,1507,7737
2026-07-15 19:00:49,E,322,1023,1507,7737
2026-07-15 19:00:49,A,152,3073,1507,7737
2026-07-15 19:00:49,C,304,1744,1507,7737
2026-07-15 19:30:42,B,367,713,1318,7926
2026-07-15 19:30:42,F,296,1250,1318,7926
2026-07-15 19:30:42,E,254,1091,1318,7926
2026-07-15 19:30:42,A,142,3083,1318,7926
2026-07-15 19:30:42,C,259,1789,1318,7926
2026-07-15 20:00:49,B,330,750,1151,8093
2026-07-15 20:00:49,F,255,1291,1151,8093
2026-07-15 20:00:49,E,212,1133,1151,8093
2026-07-15 20:00:49,A,131,3094,1151,8093
2026-07-15 20:00:49,C,223,1825,1151,8093
2026-07-15 20:30:43,B,274,806,975,8269
2026-07-15 20:30:43,F,232,1314,975,8269
2026-07-15 20:30:43,E,178,1167,975,8269
2026-07-15 20:30:43,A,96,3129,975,8269
2026-07-15 20:30:43,C,195,1853,975,8269
2026-07-15 20:30:58,B,274,806,974,8270
2026-07-15 20:30:58,F,231,1315,974,8270
2026-07-15 20:30:58,E,178,1167,974,8270
2026-07-15 20:30:58,A,96,3129,974,8270
2026-07-15 20:30:58,C,195,1853,974,8270
2026-07-15 21:00:50,B,203,877,780,8464
2026-07-15 21:00:50,F,204,1342,780,8464
2026-07-15 21:00:50,E,149,1196,780,8464
2026-07-15 21:00:50,A,82,3143,780,8464
2026-07-15 21:00:50,C,142,1906,780,8464
2026-07-15 21:30:45,B,149,931,636,8608
2026-07-15 21:30:45,F,181,1365,636,8608
2026-07-15 21:30:45,E,104,1241,636,8608
2026-07-15 21:30:45,A,74,3151,636,8608
2026-07-15 21:30:45,C,128,1920,636,8608
2026-07-15 22:00:49,B,131,949,559,8685
2026-07-15 22:00:49,F,164,1382,559,8685
2026-07-15 22:00:49,E,74,1271,559,8685
2026-07-15 22:00:49,A,72,3153,559,8685
2026-07-15 22:00:49,C,118,1930,559,8685
2026-07-15 22:08:06,B,130,950,542,8702
2026-07-15 22:08:06,F,161,1385,542,8702
2026-07-15 22:08:06,E,70,1275,542,8702
2026-07-15 22:08:06,A,71,3154,542,8702
2026-07-15 22:08:06,C,110,1938,542,8702
2026-07-15 22:30:46,B,113,967,488,8756
2026-07-15 22:30:46,F,156,1390,488,8756
2026-07-15 22:30:46,E,56,1289,488,8756
2026-07-15 22:30:46,A,65,3160,488,8756
2026-07-15 22:30:46,C,98,1950,488,8756
2026-07-15 23:00:49,B,101,979,465,8779
2026-07-15 23:00:49,F,151,1395,465,8779
2026-07-15 23:00:49,E,54,1291,465,8779
2026-07-15 23:00:49,A,66,3159,465,8779
2026-07-15 23:00:49,C,93,1955,465,8779
2026-07-15 23:30:44,B,90,990,434,8810
2026-07-15 23:30:44,F,137,1409,434,8810
2026-07-15 23:30:44,E,54,1291,434,8810
2026-07-15 23:30:44,A,63,3162,434,8810
2026-07-15 23:30:44,C,90,1958,434,8810
2026-07-16 00:16:23,B,117,963,468,8776
2026-07-16 00:16:23,F,139,1407,468,8776
2026-07-16 00:16:23,E,51,1294,468,8776
2026-07-16 00:16:23,A,63,3162,468,8776
2026-07-16 00:16:23,C,98,1950,468,8776
2026-07-16 00:30:47,B,114,966,466,8778
2026-07-16 00:30:47,F,144,1402,466,8778
2026-07-16 00:30:47,E,51,1294,466,8778
2026-07-16 00:30:47,A,61,3164,466,8778
2026-07-16 00:30:47,C,96,1952,466,8778
2026-07-16 01:00:54,B,94,986,437,8807
2026-07-16 01:00:54,F,140,1406,437,8807
2026-07-16 01:00:54,E,50,1295,437,8807
2026-07-16 01:00:54,A,60,3165,437,8807
2026-07-16 01:00:54,C,93,1955,437,8807
2026-07-16 01:30:50,B,93,987,437,8807
2026-07-16 01:30:50,F,138,1408,437,8807
2026-07-16 01:30:50,E,50,1295,437,8807
2026-07-16 01:30:50,A,61,3164,437,8807
2026-07-16 01:30:50,C,95,1953,437,8807
2026-07-16 01:56:46,B,93,987,434,8810
2026-07-16 01:56:46,F,137,1409,434,8810
2026-07-16 01:56:46,E,48,1297,434,8810
2026-07-16 01:56:46,A,60,3165,434,8810
2026-07-16 01:56:46,C,96,1952,434,8810
2026-07-16 02:00:54,B,94,986,433,8811
2026-07-16 02:00:54,F,137,1409,433,8811
2026-07-16 02:00:54,E,48,1297,433,8811
2026-07-16 02:00:54,A,60,3165,433,8811
2026-07-16 02:00:54,C,94,1954,433,8811
2026-07-16 02:30:43,B,92,988,435,8809
2026-07-16 02:30:43,F,137,1409,435,8809
2026-07-16 02:30:43,E,48,1297,435,8809
2026-07-16 02:30:43,A,60,3165,435,8809
2026-07-16 02:30:43,C,98,1950,435,8809
2026-07-16 03:00:50,B,91,989,440,8804
2026-07-16 03:00:50,F,138,1408,440,8804
2026-07-16 03:00:50,E,48,1297,440,8804
2026-07-16 03:00:50,A,59,3166,440,8804
2026-07-16 03:00:50,C,104,1944,440,8804
2026-07-16 03:06:16,B,93,987,454,8790
2026-07-16 03:06:16,F,138,1408,454,8790
2026-07-16 03:06:16,E,47,1298,454,8790
2026-07-16 03:06:16,A,59,3166,454,8790
2026-07-16 03:06:16,C,117,1931,454,8790
2026-07-16 03:30:44,B,48,1032,386,8858
2026-07-16 03:30:44,F,138,1408,386,8858
2026-07-16 03:30:44,E,48,1297,386,8858
2026-07-16 03:30:44,A,59,3166,386,8858
2026-07-16 03:30:44,C,93,1955,386,8858
2026-07-16 04:00:54,B,40,1040,382,8862
2026-07-16 04:00:54,F,138,1408,382,8862
2026-07-16 04:00:54,E,47,1298,382,8862
2026-07-16 04:00:54,A,59,3166,382,8862
2026-07-16 04:00:54,C,98,1950,382,8862
2026-07-16 04:30:41,B,40,1040,377,8867
2026-07-16 04:30:41,F,136,1410,377,8867
2026-07-16 04:30:41,E,47,1298,377,8867
2026-07-16 04:30:41,A,60,3165,377,8867
2026-07-16 04:30:41,C,94,1954,377,8867
2026-07-16 04:34:52,B,41,1039,378,8866
2026-07-16 04:34:52,F,136,1410,378,8866
2026-07-16 04:34:52,E,47,1298,378,8866
2026-07-16 04:34:52,A,60,3165,378,8866
2026-07-16 04:34:52,C,94,1954,378,8866
2026-07-16 05:00:45,B,41,1039,382,8862
2026-07-16 05:00:45,F,139,1407,382,8862
2026-07-16 05:00:45,E,47,1298,382,8862
2026-07-16 05:00:45,A,59,3166,382,8862
2026-07-16 05:00:45,C,96,1952,382,8862
2026-07-16 05:30:42,B,40,1040,392,8852
2026-07-16 05:30:42,F,141,1405,392,8852
2026-07-16 05:30:42,E,54,1291,392,8852
2026-07-16 05:30:42,A,60,3165,392,8852
2026-07-16 05:30:42,C,97,1951,392,8852
2026-07-16 05:58:38,B,39,1041,434,8810
2026-07-16 05:58:38,F,160,1386,434,8810
2026-07-16 05:58:38,E,66,1279,434,8810
2026-07-16 05:58:38,A,68,3157,434,8810
2026-07-16 05:58:38,C,101,1947,434,8810
2026-07-16 06:00:46,B,41,1039,443,8801
2026-07-16 06:00:46,F,161,1385,443,8801
2026-07-16 06:00:46,E,69,1276,443,8801
2026-07-16 06:00:46,A,68,3157,443,8801
2026-07-16 06:00:46,C,104,1944,443,8801
2026-07-16 06:30:41,B,41,1039,525,8719
2026-07-16 06:30:41,F,180,1366,525,8719
2026-07-16 06:30:41,E,86,1259,525,8719
2026-07-16 06:30:41,A,82,3143,525,8719
2026-07-16 06:30:41,C,136,1912,525,8719
2026-07-16 06:56:43,B,40,1040,659,8585
2026-07-16 06:56:43,F,215,1331,659,8585
2026-07-16 06:56:43,E,108,1237,659,8585
2026-07-16 06:56:43,A,107,3118,659,8585
