retrieved_at,car_park,occupied,vacant,total_occupied,total_vacant
2026-07-16 06:56:43,C,189,1859,659,8585
2026-07-16 07:00:47,B,40,1040,695,8549
2026-07-16 07:00:47,F,232,1314,695,8549
2026-07-16 07:00:47,E,116,1229,695,8549
2026-07-16 07:00:47,A,113,3112,695,8549
2026-07-16 07:00:47,C,194,1854,695,8549
2026-07-16 07:30:42,B,40,1040,815,8429
2026-07-16 07:30:42,F,255,1291,815,8429
2026-07-16 07:30:42,E,148,1197,815,8429
2026-07-16 07:30:42,A,144,3081,815,8429
2026-07-16 07:30:42,C,228,1820,815,8429
2026-07-16 07:49:22,B,41,1039,930,8314
2026-07-16 07:49:22,F,275,1271,930,8314
2026-07-16 07:49:22,E,162,1183,930,8314
2026-07-16 07:49:22,A,169,3056,930,8314
2026-07-16 07:49:22,C,283,1765,930,8314
2026-07-16 08:00:49,B,41,1039,1054,8190
2026-07-16 08:00:49,F,296,1250,1054,8190
2026-07-16 08:00:49,E,183,1162,1054,8190
2026-07-16 08:00:49,A,192,3033,1054,8190
2026-07-16 08:00:49,C,342,1706,1054,8190
2026-07-16 08:30:40,B,40,1040,1423,7821
2026-07-16 08:30:40,F,377,1169,1423,7821
2026-07-16 08:30:40,E,260,1085,1423,7821
2026-07-16 08:30:40,A,249,2976,1423,7821
2026-07-16 08:30:40,C,497,1551,1423,7821
2026-07-16 08:44:12,B,53,1027,1677,7567
2026-07-16 08:44:12,F,443,1103,1677,7567
2026-07-16 08:44:12,E,292,1053,1677,7567
2026-07-16 08:44:12,A,290,2935,1677,7567
2026-07-16 08:44:12,C,599,1449,1677,7567
2026-07-16 09:00:47,B,113,967,2137,7107
2026-07-16 09:00:47,F,570,976,2137,7107
2026-07-16 09:00:47,E,371,974,2137,7107
2026-07-16 09:00:47,A,369,2856,2137,7107
2026-07-16 09:00:47,C,714,1334,2137,7107
2026-07-16 09:30:42,B,242,838,3060,6184
2026-07-16 09:30:42,F,804,742,3060,6184
2026-07-16 09:30:42,E,514,831,3060,6184
2026-07-16 09:30:42,A,563,2662,3060,6184
2026-07-16 09:30:42,C,937,1111,3060,6184
2026-07-16 09:45:11,B,311,769,3461,5783
2026-07-16 09:45:11,F,891,655,3461,5783
2026-07-16 09:45:11,E,571,774,3461,5783
2026-07-16 09:45:11,A,674,2551,3461,5783
2026-07-16 09:45:11,C,1014,1034,3461,5783
2026-07-16 10:00:48,B,389,691,3849,5395
2026-07-16 10:00:48,F,987,559,3849,5395
2026-07-16 10:00:48,E,624,721,3849,5395
2026-07-16 10:00:48,A,767,2458,3849,5395
2026-07-16 10:00:48,C,1082,966,3849,5395
2026-07-16 10:30:41,B,533,547,4484,4760
2026-07-16 10:30:41,F,1093,453,4484,4760
2026-07-16 10:30:41,E,702,643,4484,4760
2026-07-16 10:30:41,A,957,2268,4484,4760
2026-07-16 10:30:41,C,1199,849,4484,4760
2026-07-16 11:00:47,B,680,400,5169,4075
2026-07-16 11:00:47,F,1201,345,5169,4075
2026-07-16 11:00:47,E,816,529,5169,4075
2026-07-16 11:00:47,A,1186,2039,5169,4075
2026-07-16 11:00:47,C,1286,762,5169,4075
2026-07-16 11:13:54,B,724,356,5381,3863
2026-07-16 11:13:54,F,1234,312,5381,3863
2026-07-16 11:13:54,E,855,490,5381,3863
2026-07-16 11:13:54,A,1260,1965,5381,3863
2026-07-16 11:13:54,C,1308,740,5381,3863
2026-07-16 11:30:41,B,779,301,5657,3587
2026-07-16 11:30:41,F,1262,284,5657,3587
2026-07-16 11:30:41,E,909,436,5657,3587
2026-07-16 11:30:41,A,1357,1868,5657,3587
2026-07-16 11:30:41,C,1350,698,5657,3587
2026-07-16 12:00:44,B,867,213,6046,3198
2026-07-16 12:00:44,F,1304,242,6046,3198
2026-07-16 12:00:44,E,991,354,6046,3198
2026-07-16 12:00:44,A,1449,1776,6046,3198
2026-07-16 12:00:44,C,1435,613,6046,3198
2026-07-16 12:30:42,B,929,151,6393,2851
2026-07-16 12:30:42,F,1319,227,6393,2851
2026-07-16 12:30:42,E,1059,286,6393,2851
2026-07-16 12:30:42,A,1604,1621,6393,2851
2026-07-16 12:30:42,C,1482,566,6393,2851
2026-07-16 13:00:48,B,969,111,6605,2639
2026-07-16 13:00:48,F,1323,223,6605,2639
2026-07-16 13:00:48,E,1071,274,6605,2639
2026-07-16 13:00:48,A,1727,1498,6605,2639
2026-07-16 13:00:48,C,1515,533,6605,2639
2026-07-16 13:30:41,B,985,95,6675,2569
2026-07-16 13:30:41,F,1322,224,6675,2569
2026-07-16 13:30:41,E,1078,267,6675,2569
2026-07-16 13:30:41,A,1753,1472,6675,2569
2026-07-16 13:30:41,C,1537,511,6675,2569
2026-07-16 14:00:45,B,978,102,6613,2631
2026-07-16 14:00:45,F,1325,221,6613,2631
2026-07-16 14:00:45,E,1060,285,6613,2631
2026-07-16 14:00:45,A,1723,1502,6613,2631
2026-07-16 14:00:45,C,1527,521,6613,2631
2026-07-16 14:29:23,B,939,141,6431,2813
2026-07-16 14:29:23,F,1295,251,6431,2813
2026-07-16 14:29:23,E,1023,322,6431,2813
2026-07-16 14:29:23,A,1683,1542,6431,2813
2026-07-16 14:29:23,C,1491,557,6431,2813
2026-07-16 14:30:39,B,936,144,6432,2812
2026-07-16 14:30:39,F,1294,252,6432,2812
2026-07-16 14:30:39,E,1023,322,6432,2812
2026-07-16 14:30:39,A,1687,1538,6432,2812
2026-07-16 14:30:39,C,1492,556,6432,2812
2026-07-16 15:00:48,B,872,208,6110,3134
2026-07-16 15:00:48,F,1252,294,6110,3134
2026-07-16 15:00:48,E,978,367,6110,3134
2026-07-16 15:00:48,A,1595,1630,6110,3134
2026-07-16 15:00:48,C,1413,635,6110,3134
2026-07-16 15:30:42,B,830,250,5736,3508
2026-07-16 15:30:42,F,1214,332,5736,3508
2026-07-16 15:30:42,E,908,437,5736,3508
2026-07-16 15:30:42,A,1444,1781,5736,3508
2026-07-16 15:30:42,C,1340,708,5736,3508
2026-07-16 16:00:46,B,840,240,5551,3693
2026-07-16 16:00:46,F,1196,350,5551,3693
2026-07-16 16:00:46,E,839,506,5551,3693
2026-07-16 16:00:46,A,1369,1856,5551,3693
2026-07-16 16:00:46,C,1307,741,5551,3693
2026-07-16 16:30:45,B,862,218,5368,3876
2026-07-16 16:30:45,F,1145,401,5368,3876
2026-07-16 16:30:45,E,806,539,5368,3876
2026-07-16 16:30:45,A,1281,1944,5368,3876
2026-07-16 16:30:45,C,1274,774,5368,3876
2026-07-16 16:41:46,B,850,230,5257,3987
2026-07-16 16:41:46,F,1113,433,5257,3987
2026-07-16 16:41:46,E,783,562,5257,3987
2026-07-16 16:41:46,A,1257,1968,5257,3987
2026-07-16 16:41:46,C,1254,794,5257,3987
2026-07-16 17:00:48,B,871,209,5158,4086
2026-07-16 17:00:48,F,1088,458,5158,4086
2026-07-16 17:00:48,E,763,582,5158,4086
2026-07-16 17:00:48,A,1244,1981,5158,4086
2026-07-16 17:00:48,C,1192,856,5158,4086
2026-07-16 17:30:42,B,896,184,4938,4306
2026-07-16 17:30:42,F,1025,521,4938,4306
2026-07-16 17:30:42,E,733,612,4938,4306
2026-07-16 17:30:42,A,1192,2033,4938,4306
2026-07-16 17:30:42,C,1092,956,4938,4306
2026-07-16 18:00:44,B,951,129,4972,4272
2026-07-16 18:00:44,F,1035,511,4972,4272
2026-07-16 18:00:44,E,758,587,4972,4272
2026-07-16 18:00:44,A,1194,2031,4972,4272
2026-07-16 18:00:44,C,1034,1014,4972,4272
2026-07-16 18:30:46,B,989,91,5053,4191
2026-07-16 18:30:46,F,1002,544,5053,4191
2026-07-16 18:30:46,E,830,515,5053,4191
2026-07-16 18:30:46,A,1201,2024,5053,4191
2026-07-16 18:30:46,C,1031,1017,5053,4191
2026-07-16 19:00:47,B,987,93,5189,4055
2026-07-16 19:00:47,F,1028,518,5189,4055
2026-07-16 19:00:47,E,855,490,5189,4055
2026-07-16 19:00:47,A,1260,1965,5189,4055
2026-07-16 19:00:47,C,1059,989,5189,4055
2026-07-16 19:06:33,B,991,89,5184,4060
2026-07-16 19:06:33,F,1021,525,5184,4060
2026-07-16 19:06:33,E,863,482,5184,4060
2026-07-16 19:06:33,A,1265,1960,5184,4060
2026-07-16 19:06:33,C,1044,1004,5184,4060
2026-07-16 19:30:43,B,988,92,5102,4142
2026-07-16 19:30:43,F,990,556,5102,4142
2026-07-16 19:30:43,E,875,470,5102,4142
2026-07-16 19:30:43,A,1236,1989,5102,4142
2026-07-16 19:30:43,C,1013,1035,5102,4142
2026-07-16 20:01:54,B,991,89,4727,4517
2026-07-16 20:01:54,F,933,613,4727,4517
2026-07-16 20:01:54,E,784,561,4727,4517
2026-07-16 20:01:54,A,1148,2077,4727,4517
2026-07-16 20:01:54,C,871,1177,4727,4517
2026-07-16 20:30:44,B,920,160,4125,5119
2026-07-16 20:30:44,F,806,740,4125,5119
2026-07-16 20:30:44,E,677,668,4125,5119
2026-07-16 20:30:44,A,1001,2224,4125,5119
2026-07-16 20:30:44,C,721,1327,4125,5119
2026-07-16 21:00:51,B,782,298,3191,6053
2026-07-16 21:00:51,F,636,910,3191,6053
2026-07-16 21:00:51,E,482,863,3191,6053
2026-07-16 21:00:51,A,723,2502,3191,6053
2026-07-16 21:00:51,C,568,1480,3191,6053
2026-07-16 21:14:28,B,660,420,2485,6759
2026-07-16 21:14:28,F,475,1071,2485,6759
2026-07-16 21:14:28,E,350,995,2485,6759
2026-07-16 21:14:28,A,535,2690,2485,6759
2026-07-16 21:14:28,C,465,1583,2485,6759
2026-07-16 21:30:41,B,538,542,1847,7397
2026-07-16 21:30:41,F,363,1183,1847,7397
2026-07-16 21:30:41,E,234,1111,1847,7397
2026-07-16 21:30:41,A,367,2858,1847,7397
2026-07-16 21:30:41,C,345,1703,1847,7397
2026-07-16 22:00:48,B,493,587,1270,7974
2026-07-16 22:00:48,F,239,1307,1270,7974
2026-07-16 22:00:48,E,146,1199,1270,7974
2026-07-16 22:00:48,A,171,3054,1270,7974
2026-07-16 22:00:48,C,221,1827,1270,7974
2026-07-16 22:30:45,B,411,669,956,8288
2026-07-16 22:30:45,F,190,1356,956,8288
2026-07-16 22:30:45,E,91,1254,956,8288
2026-07-16 22:30:45,A,120,3105,956,8288
2026-07-16 22:30:45,C,144,1904,956,8288
2026-07-16 22:56:41,B,385,695,873,8371
2026-07-16 22:56:41,F,169,1377,873,8371
2026-07-16 22:56:41,E,84,1261,873,8371
2026-07-16 22:56:41,A,107,3118,873,8371
2026-07-16 22:56:41,C,128,1920,873,8371
2026-07-16 23:00:47,B,362,718,851,8393
2026-07-16 23:00:47,F,167,1379,851,8393
2026-07-16 23:00:47,E,87,1258,851,8393
2026-07-16 23:00:47,A,106,3119,851,8393
2026-07-16 23:00:47,C,129,1919,851,8393
2026-07-16 23:30:44,B,300,780,724,8520
2026-07-16 23:30:44,F,149,1397,724,8520
2026-07-16 23:30:44,E,77,1268,724,8520
2026-07-16 23:30:44,A,87,3138,724,8520
2026-07-16 23:30:44,C,111,1937,724,8520
2026-07-17 00:00:52,B,275,805,686,8558
2026-07-17 00:00:52,F,152,1394,686,8558
2026-07-17 00:00:52,E,70,1275,686,8558
2026-07-17 00:00:52,A,80,3145,686,8558
2026-07-17 00:00:52,C,109,1939,686,8558
2026-07-17 00:30:46,B,218,862,606,8638
2026-07-17 00:30:46,F,151,1395,606,8638
2026-07-17 00:30:46,E,65,1280,606,8638
2026-07-17 00:30:46,A,74,3151,606,8638
2026-07-17 00:30:46,C,98,1950,606,8638
2026-07-17 00:52:45,B,171,909,557,8687
2026-07-17 00:52:45,F,150,1396,557,8687
2026-07-17 00:52:45,E,68,1277,557,8687
2026-07-17 00:52:45,A,73,3152,557,8687
2026-07-17 00:52:45,C,95,1953,557,8687
2026-07-17 01:00:41,B,93,987,473,8771
2026-07-17 01:00:41,F,148,1398,473,8771
2026-07-17 01:00:41,E,69,1276,473,8771
2026-07-17 01:00:41,A,70,3155,473,8771
2026-07-17 01:00:41,C,93,1955,473,8771
2026-07-17 01:30:36,B,53,1027,411,8833
2026-07-17 01:30:36,F,142,1404,411,8833
2026-07-17 01:30:36,E,64,1281,411,8833
2026-07-17 01:30:36,A,63,3162,411,8833
2026-07-17 01:30:36,C,89,1959,411,8833
2026-07-17 02:00:41,B,48,1032,409,8835
2026-07-17 02:00:41,F,142,1404,409,8835
2026-07-17 02:00:41,E,64,1281,409,8835
2026-07-17 02:00:41,A,63,3162,409,8835
2026-07-17 02:00:41,C,92,1956,409,8835
2026-07-17 02:07:15,B,46,1034,403,8841
2026-07-17 02:07:15,F,141,1405,403,8841
2026-07-17 02:07:15,E,64,1281,403,8841
2026-07-17 02:07:15,A,62,3163,403,8841
2026-07-17 02:07:15,C,90,1958,403,8841
2026-07-17 02:30:32,B,45,1035,402,8842
2026-07-17 02:30:32,F,139,1407,402,8842
2026-07-17 02:30:32,E,62,1283,402,8842
2026-07-17 02:30:32,A,62,3163,402,8842
2026-07-17 02:30:32,C,94,1954,402,8842
2026-07-17 03:00:43,B,45,1035,402,8842
2026-07-17 03:00:43,F,140,1406,402,8842
2026-07-17 03:00:43,E,61,1284,402,8842
2026-07-17 03:00:43,A,64,3161,402,8842
2026-07-17 03:00:43,C,92,1956,402,8842
2026-07-17 03:30:36,B,45,1035,417,8827
2026-07-17 03:30:36,F,140,1406,417,8827
2026-07-17 03:30:36,E,62,1283,417,8827
2026-07-17 03:30:36,A,63,3162,417,8827
2026-07-17 03:30:36,C,107,1941,417,8827
2026-07-17 03:43:29,B,45,1035,421,8823
2026-07-17 03:43:29,F,139,1407,421,8823
2026-07-17 03:43:29,E,62,1283,421,8823
2026-07-17 03:43:29,A,62,3163,421,8823
2026-07-17 03:43:29,C,113,1935,421,8823
2026-07-17 04:00:41,B,45,1035,405,8839
2026-07-17 04:00:41,F,139,1407,405,8839
2026-07-17 04:00:41,E,62,1283,405,8839
2026-07-17 04:00:41,A,63,3162,405,8839
2026-07-17 04:00:41,C,96,1952,405,8839
2026-07-17 04:30:36,B,46,1034,407,8837
2026-07-17 04:30:36,F,140,1406,407,8837
2026-07-17 04:30:36,E,62,1283,407,8837
2026-07-17 04:30:36,A,63,3162,407,8837
2026-07-17 04:30:36,C,96,1952,407,8837
2026-07-17 04:50:55,B,47,1033,409,8835
2026-07-17 04:50:55,F,141,1405,409,8835
2026-07-17 04:50:55,E,62,1283,409,8835
2026-07-17 04:50:55,A,63,3162,409,8835
2026-07-17 04:50:55,C,96,1952,409,8835
2026-07-17 05:00:40,B,46,1034,412,8832
2026-07-17 05:00:40,F,143,1403,412,8832
2026-07-17 05:00:40,E,63,1282,412,8832
2026-07-17 05:00:40,A,64,3161,412,8832
2026-07-17 05:00:40,C,96,1952,412,8832
2026-07-17 05:30:33,B,47,1033,426,8818
2026-07-17 05:30:33,F,148,1398,426,8818
2026-07-17 05:30:33,E,70,1275,426,8818
2026-07-17 05:30:33,A,63,3162,426,8818
2026-07-17 05:30:33,C,98,1950,426,8818
2026-07-17 05:52:41,B,47,1033,465,8779
2026-07-17 05:52:41,F,166,1380,465,8779
2026-07-17 05:52:41,E,75,1270,465,8779
2026-07-17 05:52:41,A,65,3160,465,8779
2026-07-17 05:52:41,C,112,1936,465,8779
2026-07-17 06:00:38,B,47,1033,515,8729
2026-07-17 06:00:38,F,175,1371,515,8729
2026-07-17 06:00:38,E,81,1264,515,8729
2026-07-17 06:00:38,A,67,3158,515,8729
2026-07-17 06:00:38,C,145,1903,515,8729
2026-07-17 06:30:34,B,45,1035,542,8702
2026-07-17 06:30:34,F,197,1349,542,8702
2026-07-17 06:30:34,E,89,1256,542,8702
2026-07-17 06:30:34,A,79,3146,542,8702
2026-07-17 06:30:34,C,132,1916,542,8702
2026-07-17 06:40:04,B,48,1032,571,8673
2026-07-17 06:40:04,F,203,1343,571,8673
2026-07-17 06:40:04,E,97,1248,571,8673
2026-07-17 06:40:04,A,82,3143,571,8673
2026-07-17 06:40:04,C,141,1907,571,8673
2026-07-17 07:00:40,B,47,1033,708,8536
2026-07-17 07:00:40,F,244,1302,708,8536
2026-07-17 07:00:40,E,110,1235,708,8536
2026-07-17 07:00:40,A,109,3116,708,8536
2026-07-17 07:00:40,C,198,1850,708,8536
2026-07-17 07:30:38,B,46,1034,826,8418
2026-07-17 07:30:38,F,271,1275,826,8418
2026-07-17 07:30:38,E,131,1214,826,8418
2026-07-17 07:30:38,A,128,3097,826,8418
2026-07-17 07:30:38,C,250,1798,826,8418
2026-07-17 07:51:38,B,47,1033,951,8293
2026-07-17 07:51:38,F,291,1255,951,8293
2026-07-17 07:51:38,E,157,1188,951,8293
2026-07-17 07:51:38,A,156,3069,951,8293
2026-07-17 07:51:38,C,300,1748,951,8293
2026-07-17 08:00:42,B,47,1033,1018,8226
2026-07-17 08:00:42,F,297,1249,1018,8226
2026-07-17 08:00:42,E,170,1175,1018,8226
2026-07-17 08:00:42,A,173,3052,1018,8226
2026-07-17 08:00:42,C,331,1717,1018,8226
2026-07-17 08:30:37,B,47,1033,1323,7921
2026-07-17 08:30:37,F,359,1187,1323,7921
2026-07-17 08:30:37,E,237,1108,1323,7921
2026-07-17 08:30:37,A,238,2987,1323,7921
2026-07-17 08:30:37,C,442,1606,1323,7921
2026-07-17 08:43:56,B,47,1033,1553,7691
2026-07-17 08:43:56,F,442,1104,1553,7691
2026-07-17 08:43:56,E,270,1075,1553,7691
2026-07-17 08:43:56,A,297,2928,1553,7691
2026-07-17 08:43:56,C,497,1551,1553,7691
2026-07-17 09:00:40,B,98,982,1921,7323
2026-07-17 09:00:40,F,547,999,1921,7323
2026-07-17 09:00:40,E,327,1018,1921,7323
2026-07-17 09:00:40,A,361,2864,1921,7323
2026-07-17 09:00:40,C,588,1460,1921,7323
2026-07-17 09:30:34,B,249,831,2774,6470
2026-07-17 09:30:34,F,767,779,2774,6470
2026-07-17 09:30:34,E,486,859,2774,6470
2026-07-17 09:30:34,A,563,2662,2774,6470
2026-07-17 09:30:34,C,709,1339,2774,6470
2026-07-17 09:44:22,B,304,776,3064,6180
2026-07-17 09:44:22,F,834,712,3064,6180
2026-07-17 09:44:22,E,531,814,3064,6180
2026-07-17 09:44:22,A,636,2589,3064,6180
2026-07-17 09:44:22,C,759,1289,3064,6180
2026-07-17 10:00:42,B,413,667,3475,5769
2026-07-17 10:00:42,F,911,635,3475,5769
2026-07-17 10:00:42,E,578,767,3475,5769
2026-07-17 10:00:42,A,756,2469,3475,5769
2026-07-17 10:00:42,C,817,1231,3475,5769
2026-07-17 10:30:34,B,557,523,4093,5151
2026-07-17 10:30:34,F,1032,514,4093,5151
2026-07-17 10:30:34,E,685,660,4093,5151
2026-07-17 10:30:34,A,903,2322,4093,5151
2026-07-17 10:30:34,C,916,1132,4093,5151
2026-07-17 11:00:40,B,688,392,4728,4516
2026-07-17 11:00:40,F,1147,399,4728,4516
2026-07-17 11:00:40,E,745,600,4728,4516
2026-07-17 11:00:40,A,1093,2132,4728,4516
2026-07-17 11:00:40,C,1055,993,4728,4516
2026-07-17 11:17:35,B,730,350,5044,4200
2026-07-17 11:17:35,F,1184,362,5044,4200
2026-07-17 11:17:35,E,794,551,5044,4200
2026-07-17 11:17:35,A,1238,1987,5044,4200
2026-07-17 11:17:35,C,1098,950,5044,4200
2026-07-17 11:30:34,B,758,322,5225,4019
2026-07-17 11:30:34,F,1214,332,5225,4019
2026-07-17 11:30:34,E,827,518,5225,4019
2026-07-17 11:30:34,A,1294,1931,5225,4019
2026-07-17 11:30:34,C,1132,916,5225,4019
2026-07-17 12:00:39,B,851,229,5703,3541
2026-07-17 12:00:39,F,1285,261,5703,3541
2026-07-17 12:00:39,E,910,435,5703,3541
2026-07-17 12:00:39,A,1441,1784,5703,3541
2026-07-17 12:00:39,C,1216,832,5703,3541
2026-07-17 12:30:34,B,902,178,5993,3251
2026-07-17 12:30:34,F,1314,232,5993,3251
2026-07-17 12:30:34,E,968,377,5993,3251
2026-07-17 12:30:34,A,1557,1668,5993,3251
2026-07-17 12:30:34,C,1252,796,5993,3251
2026-07-17 13:00:39,B,966,114,6282,2962
2026-07-17 13:00:39,F,1324,222,6282,2962
2026-07-17 13:00:39,E,1038,307,6282,2962
2026-07-17 13:00:39,A,1662,1563,6282,2962
2026-07-17 13:00:39,C,1292,756,6282,2962
2026-07-17 13:30:34,B,970,110,6346,2898
2026-07-17 13:30:34,F,1309,237,6346,2898
2026-07-17 13:30:34,E,1076,269,6346,2898
2026-07-17 13:30:34,A,1699,1526,6346,2898
2026-07-17 13:30:34,C,1292,756,6346,2898
2026-07-17 14:00:40,B,944,136,6246,2998
2026-07-17 14:00:40,F,1287,259,6246,2998
2026-07-17 14:00:40,E,1022,323,6246,2998
2026-07-17 14:00:40,A,1721,1504,6246,2998
2026-07-17 14:00:40,C,1272,776,6246,2998
2026-07-17 14:30:32,B,921,159,5982,3262
2026-07-17 14:30:32,F,1273,273,5982,3262
2026-07-17 14:30:32,E,959,386,5982,3262
2026-07-17 14:30:32,A,1615,1610,5982,3262
2026-07-17 14:30:32,C,1214,834,5982,3262
2026-07-17 14:31:16,B,920,160,5982,3262
2026-07-17 14:31:16,F,1276,270,5982,3262
2026-07-17 14:31:16,E,961,384,5982,3262
2026-07-17 14:31:16,A,1615,1610,5982,3262
2026-07-17 14:31:16,C,1210,838,5982,3262
2026-07-17 15:00:42,B,867,213,5670,3574
2026-07-17 15:00:42,F,1248,298,5670,3574
2026-07-17 15:00:42,E,896,449,5670,3574
2026-07-17 15:00:42,A,1491,1734,5670,3574
2026-07-17 15:00:42,C,1168,880,5670,3574
2026-07-17 15:30:32,B,822,258,5301,3943
2026-07-17 15:30:32,F,1197,349,5301,3943
2026-07-17 15:30:32,E,828,517,5301,3943
2026-07-17 15:30:32,A,1365,1860,5301,3943
2026-07-17 15:30:32,C,1089,959,5301,3943
2026-07-17 16:00:37,B,800,280,5203,4041
2026-07-17 16:00:37,F,1191,355,5203,4041
2026-07-17 16:00:37,E,818,527,5203,4041
2026-07-17 16:00:37,A,1331,1894,5203,4041
2026-07-17 16:00:37,C,1063,985,5203,4041
2026-07-17 16:30:32,B,809,271,5021,4223
2026-07-17 16:30:32,F,1153,393,5021,4223
2026-07-17 16:30:32,E,774,571,5021,4223
2026-07-17 16:30:32,A,1282,1943,5021,4223
2026-07-17 16:30:32,C,1003,1045,5021,4223
2026-07-17 17:00:41,B,876,204,4981,4263
2026-07-17 17:00:41,F,1125,421,4981,4263
2026-07-17 17:00:41,E,740,605,4981,4263
2026-07-17 17:00:41,A,1254,1971,4981,4263
2026-07-17 17:00:41,C,986,1062,4981,4263
2026-07-17 17:06:39,B,900,180,4982,4262
2026-07-17 17:06:39,F,1118,428,4982,4262
2026-07-17 17:06:39,E,736,609,4982,4262
2026-07-17 17:06:39,A,1258,1967,4982,4262
2026-07-17 17:06:39,C,970,1078,4982,4262
2026-07-17 17:30:31,B,913,167,4963,4281
2026-07-17 17:30:31,F,1096,450,4963,4281
2026-07-17 17:30:31,E,752,593,4963,4281
2026-07-17 17:30:31,A,1248,1977,4963,4281
2026-07-17 17:30:31,C,954,1094,4963,4281
2026-07-17 18:00:36,B,983,97,5165,4079
2026-07-17 18:00:36,F,1108,438,5165,4079
2026-07-17 18:00:36,E,787,558,5165,4079
2026-07-17 18:00:36,A,1325,1900,5165,4079
2026-07-17 18:00:36,C,962,1086,5165,4079
2026-07-17 18:30:33,B,994,86,5542,3702
2026-07-17 18:30:33,F,1166,380,5542,3702
2026-07-17 18:30:33,E,866,479,5542,3702
2026-07-17 18:30:33,A,1486,1739,5542,3702
2026-07-17 18:30:33,C,1030,1018,5542,3702
2026-07-17 19:00:41,B,991,89,5903,3341
2026-07-17 19:00:41,F,1232,314,5903,3341
2026-07-17 19:00:41,E,912,433,5903,3341
2026-07-17 19:00:41,A,1636,1589,5903,3341
2026-07-17 19:00:41,C,1132,916,5903,3341
2026-07-17 19:24:42,B,989,91,6034,3210
2026-07-17 19:24:42,F,1254,292,6034,3210
2026-07-17 19:24:42,E,939,406,6034,3210
2026-07-17 19:24:42,A,1687,1538,6034,3210
2026-07-17 19:24:42,C,1165,883,6034,3210
2026-07-17 19:30:33,B,991,89,6048,3196
2026-07-17 19:30:33,F,1249,297,6048,3196
2026-07-17 19:30:33,E,945,400,6048,3196
2026-07-17 19:30:33,A,1684,1541,6048,3196
2026-07-17 19:30:33,C,1179,869,6048,3196
2026-07-17 20:00:37,B,996,84,5851,3393
2026-07-17 20:00:37,F,1171,375,5851,3393
2026-07-17 20:00:37,E,904,441,5851,3393
2026-07-17 20:00:37,A,1656,1569,5851,3393
2026-07-17 20:00:37,C,1124,924,5851,3393
2026-07-17 20:30:33,B,994,86,5288,3956
2026-07-17 20:30:33,F,1061,485,5288,3956
2026-07-17 20:30:33,E,777,568,5288,3956
2026-07-17 20:30:33,A,1452,1773,5288,3956
2026-07-17 20:30:33,C,1004,1044,5288,3956
2026-07-17 21:00:24,B,961,119,4329,4915
2026-07-17 21:00:24,F,880,666,4329,4915
2026-07-17 21:00:24,E,568,777,4329,4915
2026-07-17 21:00:24,A,1110,2115,4329,4915
2026-07-17 21:00:24,C,810,1238,4329,4915
2026-07-17 21:30:32,B,675,405,2493,6751
2026-07-17 21:30:32,F,500,1046,2493,6751
2026-07-17 21:30:32,E,329,1016,2493,6751
2026-07-17 21:30:32,A,545,2680,2493,6751
2026-07-17 21:30:32,C,444,1604,2493,6751
2026-07-17 22:00:41,B,614,466,1744,7500
2026-07-17 22:00:41,F,304,1242,1744,7500
2026-07-17 22:00:41,E,186,1159,1744,7500
2026-07-17 22:00:41,A,339,2886,1744,7500
2026-07-17 22:00:41,C,301,1747,1744,7500
2026-07-17 22:30:32,B,489,591,1311,7933
2026-07-17 22:30:32,F,237,1309,1311,7933
2026-07-17 22:30:32,E,137,1208,1311,7933
2026-07-17 22:30:32,A,247,2978,1311,7933
2026-07-17 22:30:32,C,201,1847,1311,7933
2026-07-17 22:38:52,B,473,607,1236,8008
2026-07-17 22:38:52,F,223,1323,1236,8008
2026-07-17 22:38:52,E,126,1219,1236,8008
2026-07-17 22:38:52,A,231,2994,1236,8008
2026-07-17 22:38:52,C,183,1865,1236,8008
2026-07-17 23:00:39,B,446,634,1139,8105
2026-07-17 23:00:39,F,213,1333,1139,8105
2026-07-17 23:00:39,E,109,1236,1139,8105
2026-07-17 23:00:39,A,204,3021,1139,8105
2026-07-17 23:00:39,C,167,1881,1139,8105
2026-07-17 23:30:31,B,401,679,971,8273
2026-07-17 23:30:31,F,177,1369,971,8273
2026-07-17 23:30:31,E,101,1244,971,8273
2026-07-17 23:30:31,A,158,3067,971,8273
2026-07-17 23:30:31,C,134,1914,971,8273
2026-07-18 00:00:43,B,357,723,885,8359
2026-07-18 00:00:43,F,170,1376,885,8359
2026-07-18 00:00:43,E,92,1253,885,8359
2026-07-18 00:00:43,A,143,3082,885,8359
2026-07-18 00:00:43,C,123,1925,885,8359
2026-07-18 00:22:05,B,268,812,725,8519
2026-07-18 00:22:05,F,158,1388,725,8519
2026-07-18 00:22:05,E,84,1261,725,8519
2026-07-18 00:22:05,A,116,3109,725,8519
2026-07-18 00:22:05,C,99,1949,725,8519
2026-07-18 00:30:34,B,252,828,689,8555
2026-07-18 00:30:34,F,155,1391,689,8555
2026-07-18 00:30:34,E,80,1265,689,8555
2026-07-18 00:30:34,A,110,3115,689,8555
2026-07-18 00:30:34,C,92,1956,689,8555
2026-07-18 01:00:45,B,107,973,499,8745
2026-07-18 01:00:45,F,147,1399,499,8745
2026-07-18 01:00:45,E,76,1269,499,8745
2026-07-18 01:00:45,A,98,3127,499,8745
2026-07-18 01:00:45,C,71,1977,499,8745
2026-07-18 01:30:34,B,51,1029,399,8845
